,Component,type,name
574,PancreaticCancerTier3,id,ColorectalCancerTier3
575,PancreaticCancerTier3,id,BreastCancerTier3
576,PancreaticCancerTier3,id,NeuroblastomaandGliomaTier3
577,PancreaticCancerTier3,id,AcuteLymphoblasticLeukemiaTier3
578,PancreaticCancerTier3,id,OvarianCancerTier3
579,PancreaticCancerTier3,id,ProstateCancerTier3
580,PancreaticCancerTier3,id,SarcomaTier3
581,PancreaticCancerTier3,id,MelanomaTier3
582,PancreaticCancerTier3,id,SRRSBiospecimen
583,PancreaticCancerTier3,id,OtherAssay
584,PancreaticCancerTier3,id,ScRNA-seqLevel1
585,PancreaticCancerTier3,id,ScRNA-seqLevel2
586,PancreaticCancerTier3,id,ScRNA-seqLevel3
587,PancreaticCancerTier3,id,ScRNA-seqLevel4
588,PancreaticCancerTier3,id,BulkRNA-seqLevel1
589,PancreaticCancerTier3,id,BulkRNA-seqLevel2
590,PancreaticCancerTier3,id,BulkRNA-seqLevel3
591,PancreaticCancerTier3,id,BulkWESLevel1
592,PancreaticCancerTier3,id,BulkWESLevel2
593,PancreaticCancerTier3,id,BulkWESLevel3
594,PancreaticCancerTier3,id,ScATAC-seqLevel1
595,PancreaticCancerTier3,id,ImagingLevel2
596,PancreaticCancerTier3,id,ImagingLevel2Channels
597,MelanomaTier3,id,Biospecimen
598,MelanomaTier3,id,ClinicalDataTier2
599,MelanomaTier3,id,SRRSClinicalDataTier2
600,MelanomaTier3,id,LungCancerTier3
601,MelanomaTier3,id,ColorectalCancerTier3
602,MelanomaTier3,id,BreastCancerTier3
603,MelanomaTier3,id,NeuroblastomaandGliomaTier3
604,MelanomaTier3,id,AcuteLymphoblasticLeukemiaTier3
605,MelanomaTier3,id,OvarianCancerTier3
606,MelanomaTier3,id,ProstateCancerTier3
607,MelanomaTier3,id,SarcomaTier3
608,MelanomaTier3,id,PancreaticCancerTier3
609,MelanomaTier3,id,SRRSBiospecimen
610,MelanomaTier3,id,OtherAssay
611,MelanomaTier3,id,ScRNA-seqLevel1
612,MelanomaTier3,id,ScRNA-seqLevel2
613,MelanomaTier3,id,ScRNA-seqLevel3
614,MelanomaTier3,id,ScRNA-seqLevel4
615,MelanomaTier3,id,BulkRNA-seqLevel1
616,MelanomaTier3,id,BulkRNA-seqLevel2
617,MelanomaTier3,id,BulkRNA-seqLevel3
618,MelanomaTier3,id,BulkWESLevel1
619,MelanomaTier3,id,BulkWESLevel2
620,MelanomaTier3,id,BulkWESLevel3
621,MelanomaTier3,id,ScATAC-seqLevel1
622,MelanomaTier3,id,ImagingLevel2
623,MelanomaTier3,id,ImagingLevel2Channels
624,SRRSBiospecimen,id,Biospecimen
625,SRRSBiospecimen,id,ClinicalDataTier2
626,SRRSBiospecimen,id,SRRSClinicalDataTier2
627,SRRSBiospecimen,id,LungCancerTier3
628,SRRSBiospecimen,id,ColorectalCancerTier3
629,SRRSBiospecimen,id,BreastCancerTier3
630,SRRSBiospecimen,id,NeuroblastomaandGliomaTier3
631,SRRSBiospecimen,id,AcuteLymphoblasticLeukemiaTier3
632,SRRSBiospecimen,id,OvarianCancerTier3
633,SRRSBiospecimen,id,ProstateCancerTier3
634,SRRSBiospecimen,id,SarcomaTier3
635,SRRSBiospecimen,id,PancreaticCancerTier3
636,SRRSBiospecimen,id,MelanomaTier3
637,SRRSBiospecimen,id,OtherAssay
638,SRRSBiospecimen,id,ScRNA-seqLevel1
639,SRRSBiospecimen,id,ScRNA-seqLevel2
640,SRRSBiospecimen,id,ScRNA-seqLevel3
641,SRRSBiospecimen,id,ScRNA-seqLevel4
642,SRRSBiospecimen,id,BulkRNA-seqLevel1
643,SRRSBiospecimen,id,BulkRNA-seqLevel2
644,SRRSBiospecimen,id,BulkRNA-seqLevel3
645,SRRSBiospecimen,id,BulkWESLevel1
646,SRRSBiospecimen,id,BulkWESLevel2
647,SRRSBiospecimen,id,BulkWESLevel3
648,SRRSBiospecimen,id,ScATAC-seqLevel1
649,SRRSBiospecimen,id,ImagingLevel2
650,SRRSBiospecimen,id,ImagingLevel2Channels
651,OtherAssay,id,ClinicalDataTier2
652,OtherAssay,id,SRRSClinicalDataTier2
653,OtherAssay,id,LungCancerTier3
654,OtherAssay,id,ColorectalCancerTier3
655,OtherAssay,id,BreastCancerTier3
656,OtherAssay,id,NeuroblastomaandGliomaTier3
657,OtherAssay,id,AcuteLymphoblasticLeukemiaTier3
658,OtherAssay,id,OvarianCancerTier3
659,OtherAssay,id,ProstateCancerTier3
660,OtherAssay,id,SarcomaTier3
661,OtherAssay,id,PancreaticCancerTier3
662,OtherAssay,id,MelanomaTier3
663,OtherAssay,id,SRRSBiospecimen
664,OtherAssay,id,ScRNA-seqLevel1
665,OtherAssay,id,ScRNA-seqLevel2
666,OtherAssay,id,ScRNA-seqLevel3
667,OtherAssay,id,ScRNA-seqLevel4
668,OtherAssay,id,BulkRNA-seqLevel1
669,OtherAssay,id,BulkRNA-seqLevel2
670,OtherAssay,id,BulkRNA-seqLevel3
671,OtherAssay,id,BulkWESLevel1
672,OtherAssay,id,BulkWESLevel2
673,OtherAssay,id,BulkWESLevel3
674,OtherAssay,id,ScATAC-seqLevel1
675,OtherAssay,id,ImagingLevel2
676,OtherAssay,id,ImagingLevel2Channels
677,ScRNA-seqLevel1,id,ClinicalDataTier2
678,ScRNA-seqLevel1,id,SRRSClinicalDataTier2
679,ScRNA-seqLevel1,id,LungCancerTier3
680,ScRNA-seqLevel1,id,ColorectalCancerTier3
681,ScRNA-seqLevel1,id,BreastCancerTier3
682,ScRNA-seqLevel1,id,NeuroblastomaandGliomaTier3
683,ScRNA-seqLevel1,id,AcuteLymphoblasticLeukemiaTier3
684,ScRNA-seqLevel1,id,OvarianCancerTier3
685,ScRNA-seqLevel1,id,ProstateCancerTier3
686,ScRNA-seqLevel1,id,SarcomaTier3
687,ScRNA-seqLevel1,id,PancreaticCancerTier3
688,ScRNA-seqLevel1,id,MelanomaTier3
689,ScRNA-seqLevel1,id,SRRSBiospecimen
690,ScRNA-seqLevel1,id,OtherAssay
691,ScRNA-seqLevel1,id,ScRNA-seqLevel2
692,ScRNA-seqLevel1,id,ScRNA-seqLevel3
693,ScRNA-seqLevel1,id,ScRNA-seqLevel4
694,ScRNA-seqLevel1,id,BulkRNA-seqLevel1
695,ScRNA-seqLevel1,id,BulkRNA-seqLevel2
696,ScRNA-seqLevel1,id,BulkRNA-seqLevel3
697,ScRNA-seqLevel1,id,BulkWESLevel1
698,ScRNA-seqLevel1,id,BulkWESLevel2
699,ScRNA-seqLevel1,id,BulkWESLevel3
700,ScRNA-seqLevel1,id,ScATAC-seqLevel1
701,ScRNA-seqLevel1,id,ImagingLevel2
702,ScRNA-seqLevel1,id,ImagingLevel2Channels
703,ScRNA-seqLevel2,id,ClinicalDataTier2
704,ScRNA-seqLevel2,id,SRRSClinicalDataTier2
705,ScRNA-seqLevel2,id,LungCancerTier3
706,ScRNA-seqLevel2,id,ColorectalCancerTier3
707,ScRNA-seqLevel2,id,BreastCancerTier3
708,ScRNA-seqLevel2,id,NeuroblastomaandGliomaTier3
709,ScRNA-seqLevel2,id,AcuteLymphoblasticLeukemiaTier3
710,ScRNA-seqLevel2,id,OvarianCancerTier3
711,ScRNA-seqLevel2,id,ProstateCancerTier3
712,ScRNA-seqLevel2,id,SarcomaTier3
713,ScRNA-seqLevel2,id,PancreaticCancerTier3
714,ScRNA-seqLevel2,id,MelanomaTier3
715,ScRNA-seqLevel2,id,SRRSBiospecimen
716,ScRNA-seqLevel2,id,OtherAssay
717,ScRNA-seqLevel2,id,ScRNA-seqLevel3
718,ScRNA-seqLevel2,id,ScRNA-seqLevel4
719,ScRNA-seqLevel2,id,BulkRNA-seqLevel1
720,ScRNA-seqLevel2,id,BulkRNA-seqLevel2
721,ScRNA-seqLevel2,id,BulkRNA-seqLevel3
722,ScRNA-seqLevel2,id,BulkWESLevel1
723,ScRNA-seqLevel2,id,BulkWESLevel2
724,ScRNA-seqLevel2,id,BulkWESLevel3
725,ScRNA-seqLevel2,id,ScATAC-seqLevel1
726,ScRNA-seqLevel2,id,ImagingLevel2
727,ScRNA-seqLevel2,id,ImagingLevel2Channels
728,ScRNA-seqLevel3,id,ClinicalDataTier2
729,ScRNA-seqLevel3,id,SRRSClinicalDataTier2
730,ScRNA-seqLevel3,id,LungCancerTier3
731,ScRNA-seqLevel3,id,ColorectalCancerTier3
732,ScRNA-seqLevel3,id,BreastCancerTier3
733,ScRNA-seqLevel3,id,NeuroblastomaandGliomaTier3
734,ScRNA-seqLevel3,id,AcuteLymphoblasticLeukemiaTier3
735,ScRNA-seqLevel3,id,OvarianCancerTier3
736,ScRNA-seqLevel3,id,ProstateCancerTier3
737,ScRNA-seqLevel3,id,SarcomaTier3
738,ScRNA-seqLevel3,id,PancreaticCancerTier3
739,ScRNA-seqLevel3,id,MelanomaTier3
740,ScRNA-seqLevel3,id,SRRSBiospecimen
741,ScRNA-seqLevel3,id,OtherAssay
742,ScRNA-seqLevel3,id,ScRNA-seqLevel4
743,ScRNA-seqLevel3,id,BulkRNA-seqLevel1
744,ScRNA-seqLevel3,id,BulkRNA-seqLevel2
745,ScRNA-seqLevel3,id,BulkRNA-seqLevel3
746,ScRNA-seqLevel3,id,BulkWESLevel1
747,ScRNA-seqLevel3,id,BulkWESLevel2
748,ScRNA-seqLevel3,id,BulkWESLevel3
749,ScRNA-seqLevel3,id,ScATAC-seqLevel1
750,ScRNA-seqLevel3,id,ImagingLevel2
751,ScRNA-seqLevel3,id,ImagingLevel2Channels
752,ScRNA-seqLevel4,id,ClinicalDataTier2
753,ScRNA-seqLevel4,id,SRRSClinicalDataTier2
754,ScRNA-seqLevel4,id,LungCancerTier3
755,ScRNA-seqLevel4,id,ColorectalCancerTier3
756,ScRNA-seqLevel4,id,BreastCancerTier3
757,ScRNA-seqLevel4,id,NeuroblastomaandGliomaTier3
758,ScRNA-seqLevel4,id,AcuteLymphoblasticLeukemiaTier3
759,ScRNA-seqLevel4,id,OvarianCancerTier3
760,ScRNA-seqLevel4,id,ProstateCancerTier3
761,ScRNA-seqLevel4,id,SarcomaTier3
762,ScRNA-seqLevel4,id,PancreaticCancerTier3
763,ScRNA-seqLevel4,id,MelanomaTier3
764,ScRNA-seqLevel4,id,SRRSBiospecimen
765,ScRNA-seqLevel4,id,OtherAssay
766,ScRNA-seqLevel4,id,BulkRNA-seqLevel1
767,ScRNA-seqLevel4,id,BulkRNA-seqLevel2
768,ScRNA-seqLevel4,id,BulkRNA-seqLevel3
769,ScRNA-seqLevel4,id,BulkWESLevel1
770,ScRNA-seqLevel4,id,BulkWESLevel2
771,ScRNA-seqLevel4,id,BulkWESLevel3
772,ScRNA-seqLevel4,id,ScATAC-seqLevel1
773,ScRNA-seqLevel4,id,ImagingLevel2
774,ScRNA-seqLevel4,id,ImagingLevel2Channels
775,BulkRNA-seqLevel1,id,ClinicalDataTier2
776,BulkRNA-seqLevel1,id,SRRSClinicalDataTier2
777,BulkRNA-seqLevel1,id,LungCancerTier3
778,BulkRNA-seqLevel1,id,ColorectalCancerTier3
779,BulkRNA-seqLevel1,id,BreastCancerTier3
780,BulkRNA-seqLevel1,id,NeuroblastomaandGliomaTier3
781,BulkRNA-seqLevel1,id,AcuteLymphoblasticLeukemiaTier3
782,BulkRNA-seqLevel1,id,OvarianCancerTier3
783,BulkRNA-seqLevel1,id,ProstateCancerTier3
784,BulkRNA-seqLevel1,id,SarcomaTier3
785,BulkRNA-seqLevel1,id,PancreaticCancerTier3
786,BulkRNA-seqLevel1,id,MelanomaTier3
787,BulkRNA-seqLevel1,id,SRRSBiospecimen
788,BulkRNA-seqLevel1,id,OtherAssay
789,BulkRNA-seqLevel1,id,ScRNA-seqLevel1
790,BulkRNA-seqLevel1,id,ScRNA-seqLevel2
791,BulkRNA-seqLevel1,id,ScRNA-seqLevel3
792,BulkRNA-seqLevel1,id,ScRNA-seqLevel4
793,BulkRNA-seqLevel1,id,BulkRNA-seqLevel2
794,BulkRNA-seqLevel1,id,BulkRNA-seqLevel3
795,BulkRNA-seqLevel1,id,BulkWESLevel1
796,BulkRNA-seqLevel1,id,BulkWESLevel2
797,BulkRNA-seqLevel1,id,BulkWESLevel3
798,BulkRNA-seqLevel1,id,ScATAC-seqLevel1
799,BulkRNA-seqLevel1,id,ImagingLevel2
800,BulkRNA-seqLevel1,id,ImagingLevel2Channels
801,BulkRNA-seqLevel2,id,ClinicalDataTier2
802,BulkRNA-seqLevel2,id,SRRSClinicalDataTier2
803,BulkRNA-seqLevel2,id,LungCancerTier3
804,BulkRNA-seqLevel2,id,ColorectalCancerTier3
805,BulkRNA-seqLevel2,id,BreastCancerTier3
806,BulkRNA-seqLevel2,id,NeuroblastomaandGliomaTier3
807,BulkRNA-seqLevel2,id,AcuteLymphoblasticLeukemiaTier3
808,BulkRNA-seqLevel2,id,OvarianCancerTier3
809,BulkRNA-seqLevel2,id,ProstateCancerTier3
810,BulkRNA-seqLevel2,id,SarcomaTier3
811,BulkRNA-seqLevel2,id,PancreaticCancerTier3
812,BulkRNA-seqLevel2,id,MelanomaTier3
813,BulkRNA-seqLevel2,id,SRRSBiospecimen
814,BulkRNA-seqLevel2,id,OtherAssay
815,BulkRNA-seqLevel2,id,ScRNA-seqLevel1
816,BulkRNA-seqLevel2,id,ScRNA-seqLevel2
817,BulkRNA-seqLevel2,id,ScRNA-seqLevel3
818,BulkRNA-seqLevel2,id,ScRNA-seqLevel4
819,BulkRNA-seqLevel2,id,BulkRNA-seqLevel3
820,BulkRNA-seqLevel2,id,BulkWESLevel1
821,BulkRNA-seqLevel2,id,BulkWESLevel2
822,BulkRNA-seqLevel2,id,BulkWESLevel3
823,BulkRNA-seqLevel2,id,ScATAC-seqLevel1
824,BulkRNA-seqLevel2,id,ImagingLevel2
825,BulkRNA-seqLevel2,id,ImagingLevel2Channels
826,BulkRNA-seqLevel3,id,ClinicalDataTier2
827,BulkRNA-seqLevel3,id,SRRSClinicalDataTier2
828,BulkRNA-seqLevel3,id,LungCancerTier3
829,BulkRNA-seqLevel3,id,ColorectalCancerTier3
830,BulkRNA-seqLevel3,id,BreastCancerTier3
831,BulkRNA-seqLevel3,id,NeuroblastomaandGliomaTier3
832,BulkRNA-seqLevel3,id,AcuteLymphoblasticLeukemiaTier3
833,BulkRNA-seqLevel3,id,OvarianCancerTier3
834,BulkRNA-seqLevel3,id,ProstateCancerTier3
835,BulkRNA-seqLevel3,id,SarcomaTier3
836,BulkRNA-seqLevel3,id,PancreaticCancerTier3
837,BulkRNA-seqLevel3,id,MelanomaTier3
838,BulkRNA-seqLevel3,id,SRRSBiospecimen
839,BulkRNA-seqLevel3,id,OtherAssay
840,BulkRNA-seqLevel3,id,ScRNA-seqLevel1
841,BulkRNA-seqLevel3,id,ScRNA-seqLevel2
842,BulkRNA-seqLevel3,id,ScRNA-seqLevel3
843,BulkRNA-seqLevel3,id,ScRNA-seqLevel4
844,BulkRNA-seqLevel3,id,BulkWESLevel1
845,BulkRNA-seqLevel3,id,BulkWESLevel2
846,BulkRNA-seqLevel3,id,BulkWESLevel3
847,BulkRNA-seqLevel3,id,ScATAC-seqLevel1
848,BulkRNA-seqLevel3,id,ImagingLevel2
849,BulkRNA-seqLevel3,id,ImagingLevel2Channels
850,BulkWESLevel1,id,ClinicalDataTier2
851,BulkWESLevel1,id,SRRSClinicalDataTier2
852,BulkWESLevel1,id,LungCancerTier3
853,BulkWESLevel1,id,ColorectalCancerTier3
854,BulkWESLevel1,id,BreastCancerTier3
855,BulkWESLevel1,id,NeuroblastomaandGliomaTier3
856,BulkWESLevel1,id,AcuteLymphoblasticLeukemiaTier3
857,BulkWESLevel1,id,OvarianCancerTier3
858,BulkWESLevel1,id,ProstateCancerTier3
859,BulkWESLevel1,id,SarcomaTier3
860,BulkWESLevel1,id,PancreaticCancerTier3
861,BulkWESLevel1,id,MelanomaTier3
862,BulkWESLevel1,id,SRRSBiospecimen
863,BulkWESLevel1,id,OtherAssay
864,BulkWESLevel1,id,ScRNA-seqLevel1
865,BulkWESLevel1,id,ScRNA-seqLevel2
866,BulkWESLevel1,id,ScRNA-seqLevel3
867,BulkWESLevel1,id,ScRNA-seqLevel4
868,BulkWESLevel1,id,BulkRNA-seqLevel1
869,BulkWESLevel1,id,BulkRNA-seqLevel2
870,BulkWESLevel1,id,BulkRNA-seqLevel3
871,BulkWESLevel1,id,BulkWESLevel2
872,BulkWESLevel1,id,BulkWESLevel3
873,BulkWESLevel1,id,ScATAC-seqLevel1
874,BulkWESLevel1,id,ImagingLevel2
875,BulkWESLevel1,id,ImagingLevel2Channels
876,BulkWESLevel2,id,ClinicalDataTier2
877,BulkWESLevel2,id,SRRSClinicalDataTier2
878,BulkWESLevel2,id,LungCancerTier3
879,BulkWESLevel2,id,ColorectalCancerTier3
880,BulkWESLevel2,id,BreastCancerTier3
881,BulkWESLevel2,id,NeuroblastomaandGliomaTier3
882,BulkWESLevel2,id,AcuteLymphoblasticLeukemiaTier3
883,BulkWESLevel2,id,OvarianCancerTier3
884,BulkWESLevel2,id,ProstateCancerTier3
885,BulkWESLevel2,id,SarcomaTier3
886,BulkWESLevel2,id,PancreaticCancerTier3
887,BulkWESLevel2,id,MelanomaTier3
888,BulkWESLevel2,id,SRRSBiospecimen
889,BulkWESLevel2,id,OtherAssay
890,BulkWESLevel2,id,ScRNA-seqLevel1
891,BulkWESLevel2,id,ScRNA-seqLevel2
892,BulkWESLevel2,id,ScRNA-seqLevel3
893,BulkWESLevel2,id,ScRNA-seqLevel4
894,BulkWESLevel2,id,BulkRNA-seqLevel1
895,BulkWESLevel2,id,BulkRNA-seqLevel2
896,BulkWESLevel2,id,BulkRNA-seqLevel3
897,BulkWESLevel2,id,BulkWESLevel3
898,BulkWESLevel2,id,ScATAC-seqLevel1
899,BulkWESLevel2,id,ImagingLevel2
900,BulkWESLevel2,id,ImagingLevel2Channels
901,BulkWESLevel3,id,ClinicalDataTier2
902,BulkWESLevel3,id,SRRSClinicalDataTier2
903,BulkWESLevel3,id,LungCancerTier3
904,BulkWESLevel3,id,ColorectalCancerTier3
905,BulkWESLevel3,id,BreastCancerTier3
906,BulkWESLevel3,id,NeuroblastomaandGliomaTier3
907,BulkWESLevel3,id,AcuteLymphoblasticLeukemiaTier3
908,BulkWESLevel3,id,OvarianCancerTier3
909,BulkWESLevel3,id,ProstateCancerTier3
910,BulkWESLevel3,id,SarcomaTier3
911,BulkWESLevel3,id,PancreaticCancerTier3
912,BulkWESLevel3,id,MelanomaTier3
913,BulkWESLevel3,id,SRRSBiospecimen
914,BulkWESLevel3,id,OtherAssay
915,BulkWESLevel3,id,ScRNA-seqLevel1
916,BulkWESLevel3,id,ScRNA-seqLevel2
917,BulkWESLevel3,id,ScRNA-seqLevel3
918,BulkWESLevel3,id,ScRNA-seqLevel4
919,BulkWESLevel3,id,BulkRNA-seqLevel1
920,BulkWESLevel3,id,BulkRNA-seqLevel2
921,BulkWESLevel3,id,BulkRNA-seqLevel3
922,BulkWESLevel3,id,ScATAC-seqLevel1
923,BulkWESLevel3,id,ImagingLevel2
924,BulkWESLevel3,id,ImagingLevel2Channels
925,ScATAC-seqLevel1,id,ClinicalDataTier2
926,ScATAC-seqLevel1,id,SRRSClinicalDataTier2
927,ScATAC-seqLevel1,id,LungCancerTier3
928,ScATAC-seqLevel1,id,ColorectalCancerTier3
929,ScATAC-seqLevel1,id,BreastCancerTier3
930,ScATAC-seqLevel1,id,NeuroblastomaandGliomaTier3
931,ScATAC-seqLevel1,id,AcuteLymphoblasticLeukemiaTier3
932,ScATAC-seqLevel1,id,OvarianCancerTier3
933,ScATAC-seqLevel1,id,ProstateCancerTier3
934,ScATAC-seqLevel1,id,SarcomaTier3
935,ScATAC-seqLevel1,id,PancreaticCancerTier3
936,ScATAC-seqLevel1,id,MelanomaTier3
937,ScATAC-seqLevel1,id,SRRSBiospecimen
938,ScATAC-seqLevel1,id,OtherAssay
939,ScATAC-seqLevel1,id,ScRNA-seqLevel1
940,ScATAC-seqLevel1,id,ScRNA-seqLevel2
941,ScATAC-seqLevel1,id,ScRNA-seqLevel3
942,ScATAC-seqLevel1,id,ScRNA-seqLevel4
943,ScATAC-seqLevel1,id,BulkRNA-seqLevel1
944,ScATAC-seqLevel1,id,BulkRNA-seqLevel2
945,ScATAC-seqLevel1,id,BulkRNA-seqLevel3
946,ScATAC-seqLevel1,id,BulkWESLevel1
947,ScATAC-seqLevel1,id,BulkWESLevel2
948,ScATAC-seqLevel1,id,BulkWESLevel3
949,ScATAC-seqLevel1,id,ImagingLevel2
950,ScATAC-seqLevel1,id,ImagingLevel2Channels
951,ImagingLevel2,id,ClinicalDataTier2
952,ImagingLevel2,id,SRRSClinicalDataTier2
953,ImagingLevel2,id,LungCancerTier3
954,ImagingLevel2,id,ColorectalCancerTier3
955,ImagingLevel2,id,BreastCancerTier3
956,ImagingLevel2,id,NeuroblastomaandGliomaTier3
957,ImagingLevel2,id,AcuteLymphoblasticLeukemiaTier3
958,ImagingLevel2,id,OvarianCancerTier3
959,ImagingLevel2,id,ProstateCancerTier3
960,ImagingLevel2,id,SarcomaTier3
961,ImagingLevel2,id,PancreaticCancerTier3
962,ImagingLevel2,id,MelanomaTier3
963,ImagingLevel2,id,SRRSBiospecimen
964,ImagingLevel2,id,OtherAssay
965,ImagingLevel2,id,ScRNA-seqLevel1
966,ImagingLevel2,id,ScRNA-seqLevel2
967,ImagingLevel2,id,ScRNA-seqLevel3
968,ImagingLevel2,id,ScRNA-seqLevel4
969,ImagingLevel2,id,BulkRNA-seqLevel1
970,ImagingLevel2,id,BulkRNA-seqLevel2
971,ImagingLevel2,id,BulkRNA-seqLevel3
972,ImagingLevel2,id,BulkWESLevel1
973,ImagingLevel2,id,BulkWESLevel2
974,ImagingLevel2,id,BulkWESLevel3
975,ImagingLevel2,id,ScATAC-seqLevel1
976,ImagingLevel2Channels,id,Patient
977,ImagingLevel2Channels,id,Demographics
978,ImagingLevel2Channels,id,FamilyHistory
979,ImagingLevel2Channels,id,Exposure
980,ImagingLevel2Channels,id,FollowUp
981,ImagingLevel2Channels,id,Diagnosis
982,ImagingLevel2Channels,id,Therapy
983,ImagingLevel2Channels,id,MolecularTest
984,ImagingLevel2Channels,id,Biospecimen
985,ImagingLevel2Channels,id,ClinicalDataTier2
986,ImagingLevel2Channels,id,SRRSClinicalDataTier2
987,ImagingLevel2Channels,id,LungCancerTier3
988,ImagingLevel2Channels,id,ColorectalCancerTier3
989,ImagingLevel2Channels,id,BreastCancerTier3
990,ImagingLevel2Channels,id,NeuroblastomaandGliomaTier3
991,ImagingLevel2Channels,id,AcuteLymphoblasticLeukemiaTier3
992,ImagingLevel2Channels,id,OvarianCancerTier3
993,ImagingLevel2Channels,id,ProstateCancerTier3
994,ImagingLevel2Channels,id,SarcomaTier3
995,ImagingLevel2Channels,id,PancreaticCancerTier3
996,ImagingLevel2Channels,id,MelanomaTier3
997,ImagingLevel2Channels,id,SRRSBiospecimen
998,ImagingLevel2Channels,id,OtherAssay
999,ImagingLevel2Channels,id,ScRNA-seqLevel1
1000,ImagingLevel2Channels,id,ScRNA-seqLevel2
1001,ImagingLevel2Channels,id,ScRNA-seqLevel3
1002,ImagingLevel2Channels,id,ScRNA-seqLevel4
1003,ImagingLevel2Channels,id,BulkRNA-seqLevel1
1004,ImagingLevel2Channels,id,BulkRNA-seqLevel2
1005,ImagingLevel2Channels,id,BulkRNA-seqLevel3
1006,ImagingLevel2Channels,id,BulkWESLevel1
1007,ImagingLevel2Channels,id,BulkWESLevel2
1008,ImagingLevel2Channels,id,BulkWESLevel3
1009,ImagingLevel2Channels,id,ScATAC-seqLevel1
1010,ImagingLevel2Channels,id,ImagingLevel2
